,BHID,FROM,TO,LITHO_DESC
52678,18601,107.28,110.94,Early Diorite
52679,18601,110.94,115.82,Intermediate to Ultramafic Volcanics
52680,18601,115.82,140.66,Early Diorite
52681,18602,0.0,21.0,Casing
52682,18602,21.0,31.51,Early Diorite
52683,18602,31.51,56.08,Indifferenciated Tuffs
52684,18602,56.08,65.98,Intermediate to Ultramafic Volcanics
52685,18602,65.98,80.46,Early Diorite
52686,18602,80.46,89.7,Intermediate to Ultramafic Volcanics
52687,18602,89.7,100.94,Indifferenciated Tuffs
52688,18602,100.94,105.58,Intermediate to Ultramafic Volcanics
52689,18602,105.58,106.68,Felsic to Intermediate Dykes
52727,18613,0.0,16.91,Casing
52728,18613,16.91,37.03,Early Diorite
52729,18613,37.03,41.6,Intermediate to Ultramafic Volcanics
52730,18613,41.6,46.78,Felsic to Intermediate Dykes
52731,18613,46.78,54.1,Early Diorite
52732,18613,54.1,56.08,Intermediate to Ultramafic Volcanics
52733,18613,56.08,58.67,Diorite
52734,18613,58.67,78.63,Shear Zone
52735,18613,78.63,79.85,Felsic to Intermediate Dykes
52736,18613,79.85,86.86,Shear Zone
52737,18613,86.86,92.96,Felsic to Intermediate Dykes
52738,18613,92.96,101.8,Indifferenciated Tuffs
52739,18613,101.8,105.46,Diorite
52740,18613,105.46,109.72,Indifferenciated Tuffs
52741,18613,109.72,116.58,Felsic to Intermediate Dykes
52742,18613,116.58,129.69,Indifferenciated Tuffs
52743,18613,129.69,133.04,Felsic to Intermediate Dykes
52744,18613,133.04,135.78,Indifferenciated Tuffs
52745,18613,135.78,144.32,Intermediate to Ultramafic Volcanics
52746,18613,144.32,146.15,Early Diorite
52747,18613,146.15,148.28,Intermediate to Ultramafic Volcanics
52748,18613,148.28,148.74,Felsic to Intermediate Dykes
52749,18613,148.74,150.87,Intermediate to Ultramafic Volcanics
52750,18613,150.87,156.97,Early Diorite
52751,18613,156.97,158.49,Intermediate to Ultramafic Volcanics
52752,18613,158.49,163.98,Early Diorite
52753,18613,163.98,170.68,Intermediate to Ultramafic Volcanics
52754,18613,170.68,171.29,Felsic to Intermediate Dykes
52755,18613,171.29,181.05,Intermediate to Ultramafic Volcanics
52756,18613,181.05,205.13,Early Diorite
52757,18613,205.13,206.01,Intermediate to Ultramafic Volcanics
52758,18614,0.0,12.19,Casing
52759,18614,12.19,44.98,Felsic to Intermediate Dykes
52760,18614,44.98,49.71,Felsic to Intermediate Dykes
52761,18614,49.71,68.88,Felsic to Intermediate Dykes
52762,18614,68.88,105.46,Intermediate to Ultramafic Volcanics
52763,18614,105.46,108.5,Felsic to Intermediate Dykes
52764,18614,108.5,128.99,Intermediate to Ultramafic Volcanics
52765,18615,0.0,11.73,Casing
52766,18615,11.73,13.71,Felsic to Intermediate Dykes
52767,18615,13.71,32.12,Intermediate to Ultramafic Volcanics
52768,18615,32.12,35.41,Granodiorite
52769,18615,35.41,36.27,Intermediate to Ultramafic Volcanics
52770,18615,36.27,51.87,Felsic to Intermediate Dykes
52771,18615,51.87,65.28,Intermediate to Ultramafic Volcanics
52772,18615,65.28,78.85,Felsic to Intermediate Dykes
52773,18615,78.85,124.96,Intermediate to Ultramafic Volcanics
52774,18615,124.96,129.02,Diorite
52775,18616,0.0,15.39,Casing
52776,18616,15.39,20.78,Intermediate to Ultramafic Volcanics
52777,18616,20.78,22.76,Felsic to Intermediate Dykes
52778,18616,22.76,25.26,Intermediate to Ultramafic Volcanics
52779,18616,25.26,37.24,Felsic to Intermediate Dykes
52780,18616,37.24,54.98,Intermediate to Ultramafic Volcanics
52781,18616,54.98,57.02,Felsic to Intermediate Dykes
52782,18616,57.02,64.64,Intermediate to Ultramafic Volcanics
52783,18616,64.64,67.84,Early Diorite
52784,18616,67.84,85.77,Intermediate to Ultramafic Volcanics
52785,18616,85.77,91.74,Early Diorite
52786,18616,91.74,99.06,Early Diorite
52787,18616,99.06,105.91,Early Diorite
52788,18616,105.91,120.06,Intermediate to Ultramafic Volcanics
52789,18616,120.06,135.14,Early Diorite
52790,18616,135.14,140.51,Intermediate to Ultramafic Volcanics
52791,18616,140.51,141.36,Early Diorite
52792,18616,141.36,143.01,Intermediate to Ultramafic Volcanics
52793,18617,0.0,9.5,Casing
52794,18617,9.5,18.01,Indifferenciated Tuffs
52795,18617,18.01,34.65,Intermediate to Ultramafic Volcanics
52796,18617,34.65,38.34,Felsic to Intermediate Dykes
52797,18617,38.34,40.32,Intermediate to Ultramafic Volcanics
52798,18617,40.32,41.45,Felsic to Intermediate Dykes
52799,18617,41.45,88.91,Intermediate to Ultramafic Volcanics
52800,18617,88.91,91.62,Felsic to Intermediate Dykes
52801,18617,91.62,92.87,Intermediate to Ultramafic Volcanics
52802,18617,92.87,96.62,Felsic to Intermediate Dykes
52803,18617,96.62,112.65,Indifferenciated Tuffs
52804,18617,112.65,117.77,Indifferenciated Tuffs
52805,18617,117.77,120.76,Early Diorite
52806,18617,120.76,125.57,Indifferenciated Tuffs
52807,18617,125.57,126.49,Intermediate to Ultramafic Volcanics
52808,18618,0.0,12.0,Casing
52809,18618,12.0,28.95,Felsic to Intermediate Dykes
52810,18618,28.95,35.5,Intermediate to Ultramafic Volcanics
52811,18618,35.5,68.12,Felsic to Intermediate Dykes
52812,18618,68.12,110.33,Intermediate to Ultramafic Volcanics
52813,18618,110.33,111.16,Felsic to Intermediate Dykes
52814,18618,111.16,115.67,Intermediate to Ultramafic Volcanics
52815,18618,115.67,117.86,Felsic to Intermediate Dykes
52816,18618,117.86,123.99,Intermediate to Ultramafic Volcanics
52817,18618,123.99,127.25,Felsic to Intermediate Dykes
52818,18618,127.25,136.33,Intermediate to Ultramafic Volcanics
52819,18618,136.33,138.74,Felsic to Intermediate Dykes
52820,18618,138.74,154.68,Intermediate to Ultramafic Volcanics
52821,18619,0.0,12.49,Casing
52822,18619,12.49,48.46,Intermediate to Ultramafic Volcanics
52823,18619,48.46,57.36,Felsic to Intermediate Dykes
52824,18619,57.36,58.39,Intermediate to Ultramafic Volcanics
52825,18619,58.39,59.03,Felsic to Intermediate Dykes
52826,18619,59.03,59.67,Intermediate to Ultramafic Volcanics
52827,18619,59.67,60.53,Felsic to Intermediate Dykes
52828,18619,60.53,60.65,Intermediate to Ultramafic Volcanics
52829,18619,60.65,62.05,Felsic to Intermediate Dykes
52830,18619,62.05,79.33,Intermediate to Ultramafic Volcanics
52831,18619,79.33,84.85,Felsic to Intermediate Dykes
52832,18619,84.85,95.4,Intermediate to Ultramafic Volcanics
52833,18619,95.4,97.53,Felsic to Intermediate Dykes
52834,18619,97.53,116.12,Intermediate to Ultramafic Volcanics
52839,18620,0.0,13.8,Casing
52840,18620,13.8,32.49,Intermediate to Ultramafic Volcanics
52841,18620,32.49,39.19,Felsic to Intermediate Dykes
52842,18620,39.19,42.06,Intermediate to Ultramafic Volcanics
52843,18620,42.06,62.88,Indifferenciated Tuffs
52844,18620,62.88,73.15,Felsic to Intermediate Dykes
52845,18621,0.0,8.99,Casing
52846,18621,8.99,66.9,Intermediate to Ultramafic Volcanics
52847,18621,66.9,71.96,Shear Zone
52848,18621,71.96,73.6,Felsic to Intermediate Dykes
52849,18621,73.6,80.98,Intermediate to Ultramafic Volcanics
52850,18622,0.0,6.4,Casing
52851,18622,6.4,32.94,Felsic to Intermediate Dykes
52852,18622,32.94,33.74,Early Diorite
52853,18622,33.74,59.13,Intermediate to Ultramafic Volcanics
52854,18622,59.13,60.74,Felsic to Intermediate Dykes
52855,18622,60.74,63.88,Early Diorite
52856,18622,63.88,66.32,Felsic to Intermediate Dykes
52857,18622,66.32,70.92,Early Diorite
52858,18622,70.92,80.19,Felsic to Intermediate Dykes
52859,18622,80.19,112.98,Early Diorite
52860,18623,0.0,5.18,Casing
52861,18623,5.18,16.97,Intermediate to Ultramafic Volcanics
52862,18623,16.97,24.78,Early Diorite
52863,18623,24.78,38.28,Intermediate to Ultramafic Volcanics
52864,18623,38.28,43.12,Intermediate to Ultramafic Volcanics
52865,18623,43.12,46.69,Early Diorite
52866,18623,46.69,111.25,Intermediate to Ultramafic Volcanics
52867,18624,0.0,10.48,Casing
52868,18624,10.48,19.2,Early Diorite
52869,18624,19.2,27.34,Intermediate to Ultramafic Volcanics
52870,18624,27.34,29.93,Indifferenciated Tuffs
52871,18624,29.93,31.08,Early Diorite
52872,18624,31.08,33.43,Intermediate to Ultramafic Volcanics
52873,18624,33.43,36.14,Early Diorite
52874,18624,36.14,40.11,Intermediate to Ultramafic Volcanics
52875,18624,40.11,51.9,Indifferenciated Tuffs
52876,18624,51.9,54.55,Intermediate to Ultramafic Volcanics
52877,18624,54.55,63.21,Indifferenciated Tuffs
52878,18624,63.21,65.59,Indifferenciated Tuffs
52879,18624,65.59,95.09,Indifferenciated Tuffs
52880,18624,95.09,119.78,Indifferenciated Tuffs
52881,18624,119.78,138.68,Indifferenciated Tuffs
52882,18624,138.68,139.65,Early Diorite
52883,18624,139.65,140.2,Indifferenciated Tuffs
52884,18625,0.0,2.01,Casing
52885,18625,2.01,14.17,Intermediate to Ultramafic Volcanics
52886,18625,14.17,16.91,Felsic to Intermediate Dykes
52887,18625,16.91,25.29,Early Diorite
52888,18625,25.29,41.75,Felsic to Intermediate Dykes
52889,18625,41.75,83.51,Early Diorite
52890,18625,83.51,107.99,Intermediate to Ultramafic Volcanics
52891,18626,0.0,0.91,Casing
52892,18626,0.91,42.67,Intermediate to Ultramafic Volcanics
52893,18626,42.67,46.02,Felsic to Intermediate Dykes
52894,18626,46.02,106.68,Intermediate to Ultramafic Volcanics
52895,18627,0.0,1.73,Casing
52896,18627,1.73,19.65,Intermediate to Ultramafic Volcanics
52897,18627,19.65,26.67,Felsic to Intermediate Dykes
52898,18627,26.67,45.99,Intermediate to Ultramafic Volcanics
52911,18631,0.0,10.97,Casing
52912,18631,10.97,27.21,Intermediate to Ultramafic Volcanics
52913,18631,27.21,34.89,Early Diorite
52914,18631,34.89,43.58,Intermediate to Ultramafic Volcanics
52915,18631,43.58,46.72,Early Diorite
52916,18631,46.72,55.01,Intermediate to Ultramafic Volcanics
52917,18631,55.01,74.98,Intermediate to Ultramafic Volcanics
52918,18631,74.98,77.9,Intermediate to Ultramafic Volcanics
52919,18631,77.9,104.66,Early Diorite
52920,18631,104.66,112.53,Intermediate to Ultramafic Volcanics
52921,18631,112.53,128.8,Intermediate to Ultramafic Volcanics
52922,18631,128.8,181.63,Early Diorite
52923,18631,181.63,183.12,Shear Zone
52924,18631,183.12,195.01,Early Diorite
52925,18632,0.0,7.92,Casing
52926,18632,7.92,9.75,Felsic to Intermediate Dykes
52927,18632,9.75,21.33,Intermediate to Ultramafic Volcanics
52928,18632,21.33,33.52,Diorite
52929,18632,33.52,34.74,Shear Zone
52930,18632,34.74,39.13,Felsic to Intermediate Dykes
52931,18632,39.13,42.73,Intermediate to Ultramafic Volcanics
52932,18632,42.73,45.26,Early Diorite
52933,18632,45.26,48.76,Shear Zone
52934,18632,48.76,51.6,Intermediate to Ultramafic Volcanics
52935,18632,51.6,71.78,Shear Zone
52936,18632,71.78,91.86,Early Diorite
52937,18632,91.86,104.11,Intermediate to Ultramafic Volcanics
52938,18632,104.11,105.82,Early Diorite
52939,18632,105.82,108.66,Intermediate to Ultramafic Volcanics
52940,18632,108.66,115.45,Early Diorite
52941,18632,115.45,118.14,Intermediate to Ultramafic Volcanics
52942,18632,118.14,127.01,Early Diorite
52943,18632,127.01,134.56,Intermediate to Ultramafic Volcanics
52944,18632,134.56,141.0,Shear Zone
52945,18632,141.0,146.3,Early Diorite
52946,18635,0.0,6.58,Casing
52947,18635,6.58,11.52,Early Diorite
52948,18635,11.52,57.3,Intermediate to Ultramafic Volcanics
52949,18635,57.3,80.13,Early Diorite
52950,18635,80.13,81.77,Intermediate to Ultramafic Volcanics
52951,18635,81.77,95.7,Early Diorite
52952,18635,95.7,116.73,Intermediate to Ultramafic Volcanics
52953,18635,116.73,122.86,Early Diorite
52954,18635,122.86,124.87,Intermediate to Ultramafic Volcanics
52955,18635,124.87,126.24,Early Diorite
52956,18635,126.24,126.55,Intermediate to Ultramafic Volcanics
52957,18635,126.55,136.85,Early Diorite
52958,18635,136.85,156.42,Intermediate to Ultramafic Volcanics
52959,18635,156.42,166.42,Early Diorite
52960,18635,166.42,173.3,Intermediate to Ultramafic Volcanics
52961,18635,173.3,176.69,Early Diorite
52962,18635,176.69,181.93,Felsic to Intermediate Dykes
52963,18635,181.93,193.24,Intermediate to Ultramafic Volcanics
52964,18637,0.0,11.58,Casing
52965,18637,11.58,30.48,Intermediate to Ultramafic Volcanics
52966,18637,30.48,46.81,Intermediate to Ultramafic Volcanics
52967,18637,46.81,60.31,Early Diorite
52968,18637,60.31,74.27,Intermediate to Ultramafic Volcanics
52969,18637,74.27,84.82,Early Diorite
52970,18637,84.82,96.16,Intermediate to Ultramafic Volcanics
52971,18637,96.16,183.94,Early Diorite
52972,18637,183.94,195.01,Intermediate to Ultramafic Volcanics
52980,18642,0.0,7.62,Casing
52981,18642,7.62,26.6,Intermediate to Ultramafic Volcanics
52982,18642,26.6,35.81,Diorite
52983,18642,35.81,46.93,Early Diorite
52984,18642,46.93,49.62,Felsic to Intermediate Dykes
52985,18642,49.62,52.02,Intermediate to Ultramafic Volcanics
52986,18642,52.02,58.91,Felsic to Intermediate Dykes
52987,18642,58.91,63.76,Early Diorite
52988,18642,63.76,74.73,Felsic to Intermediate Dykes
52989,18642,74.73,90.95,Intermediate to Ultramafic Volcanics
52990,18642,90.95,99.73,Intermediate to Ultramafic Volcanics
52991,18642,99.73,101.65,Felsic to Intermediate Dykes
52992,18642,101.65,103.63,Intermediate to Ultramafic Volcanics
52993,18642,103.63,106.74,Felsic to Intermediate Dykes
52994,18642,106.74,131.06,Early Diorite
52995,18642,131.06,134.81,Shear Zone
52996,18642,134.81,143.25,Early Diorite
52997,18648,0.0,4.26,Casing
52998,18648,4.26,16.76,Felsic to Intermediate Dykes
52999,18648,16.76,45.99,Shear Zone
53000,18649,0.0,5.33,Casing
53001,18649,5.33,12.64,Intermediate to Ultramafic Volcanics
53002,18649,12.64,14.63,Early Diorite
53003,18649,14.63,29.99,Intermediate to Ultramafic Volcanics
53004,18649,29.99,30.9,No Litho
53005,18649,30.9,52.12,Intermediate to Ultramafic Volcanics
53014,18650,0.0,3.35,Casing
53015,18650,3.35,11.46,Intermediate to Ultramafic Volcanics
53016,18650,11.46,13.8,Felsic to Intermediate Dykes
53017,18650,13.8,18.04,Intermediate to Ultramafic Volcanics
53018,18650,18.04,18.65,Early Diorite
53019,18650,18.65,34.8,Intermediate to Ultramafic Volcanics
53020,18650,34.8,40.02,Early Diorite
53021,18650,40.02,44.25,Felsic to Intermediate Dykes
53022,18650,44.25,58.0,Intermediate to Ultramafic Volcanics
53023,18651,0.0,0.91,Casing
53024,18651,0.91,49.01,Intermediate to Ultramafic Volcanics
53025,18652,0.0,7.62,Casing
53026,18652,7.62,22.64,Felsic to Intermediate Dykes
53027,18652,22.64,54.86,Intermediate to Ultramafic Volcanics
53028,18653,0.0,1.82,Casing
53029,18653,1.82,22.18,Intermediate to Ultramafic Volcanics
53030,18653,22.18,24.17,Felsic to Intermediate Dykes
53031,18653,24.17,24.41,Felsic to Intermediate Dykes
53032,18653,24.41,28.65,Felsic to Intermediate Dykes
53033,18653,28.65,30.48,Intermediate to Ultramafic Volcanics
53034,18653,30.48,38.58,Early Diorite
53035,18653,38.58,55.77,Intermediate to Ultramafic Volcanics
53036,18653,55.77,60.99,Shear Zone
53037,18654,0.0,2.49,Casing
53038,18654,2.49,5.94,Intermediate to Ultramafic Volcanics
53039,18654,5.94,12.25,Felsic to Intermediate Dykes
53040,18654,12.25,47.3,Intermediate to Ultramafic Volcanics
53041,18654,47.3,74.21,Early Diorite
53042,18654,74.21,106.68,Intermediate to Ultramafic Volcanics
53043,18655,0.0,1.82,Casing
53044,18655,1.82,7.01,Intermediate to Ultramafic Volcanics
53045,18655,7.01,12.8,Felsic to Intermediate Dykes
53046,18655,12.8,16.06,Early Diorite
53047,18655,16.06,17.67,Felsic to Intermediate Dykes
53048,18655,17.67,18.89,Early Diorite
53049,18655,18.89,19.35,Felsic to Intermediate Dykes
53050,18655,19.35,21.64,Intermediate to Ultramafic Volcanics
53051,18655,21.64,39.47,Felsic to Intermediate Dykes
53052,18655,39.47,56.99,Intermediate to Ultramafic Volcanics
53053,18656,0.0,1.52,Casing
53054,18656,1.52,12.95,Intermediate to Ultramafic Volcanics
53055,18656,12.95,17.58,Early Diorite
53056,18656,17.58,18.89,Felsic to Intermediate Dykes
53057,18656,18.89,20.02,Early Diorite
53058,18656,20.02,32.36,Intermediate to Ultramafic Volcanics
53059,18656,32.36,44.1,Intermediate to Ultramafic Volcanics
53060,18656,44.1,44.59,Intermediate to Ultramafic Volcanics
53061,18656,44.59,45.99,Shear Zone
53062,18657,0.0,2.01,Casing
53063,18657,2.01,43.98,Intermediate to Ultramafic Volcanics
53064,18657,43.98,45.78,Early Diorite
53065,18657,45.78,49.01,Intermediate to Ultramafic Volcanics
53066,18658,0.0,1.76,Casing
53067,18658,1.76,46.63,Intermediate to Ultramafic Volcanics
53068,18659,0.0,3.35,Casing
53069,18659,3.35,4.35,Early Diorite
53070,18659,4.35,23.71,Intermediate to Ultramafic Volcanics
53071,18659,23.71,24.99,Intermediate to Ultramafic Volcanics
53072,18659,24.99,49.01,Shear Zone
53077,18660,0.0,4.38,Casing
53078,18660,4.38,13.25,Intermediate to Ultramafic Volcanics
53079,18660,13.25,30.78,Early Diorite
53080,18660,30.78,64.46,Felsic to Intermediate Dykes
53081,18660,64.46,73.15,Early Diorite
53082,18660,73.15,76.5,Felsic to Intermediate Dykes
53083,18662,0.0,2.43,Casing
53084,18662,2.43,16.97,Early Diorite
53085,18662,16.97,20.66,Intermediate to Ultramafic Volcanics
53086,18662,20.66,25.48,Early Diorite
53087,18662,25.48,28.83,Felsic to Intermediate Dykes
53088,18662,28.83,36.72,Early Diorite
53089,18662,36.72,58.82,Intermediate to Ultramafic Volcanics
53090,18662,58.82,67.05,Felsic to Intermediate Dykes
53091,18662,67.05,92.65,Intermediate to Ultramafic Volcanics
53092,18663,0.0,11.49,Casing
53093,18663,11.49,55.47,Intermediate to Ultramafic Volcanics
53094,18663,55.47,57.36,Early Diorite
53095,18663,57.36,59.92,Intermediate to Ultramafic Volcanics
53096,18663,59.92,66.9,Early Diorite
53097,18663,66.9,73.48,Intermediate to Ultramafic Volcanics
53098,18663,73.48,76.01,Granodiorite
53099,18663,76.01,78.51,Intermediate to Ultramafic Volcanics
53100,18663,78.51,92.56,Early Diorite
53101,18663,92.56,94.94,Intermediate to Ultramafic Volcanics
53102,18663,94.94,109.72,Early Diorite
53103,18667,0.0,9.14,Casing
53104,18667,9.14,16.76,Intermediate to Ultramafic Volcanics
53105,18667,16.76,23.28,Intermediate to Ultramafic Volcanics
53106,18667,23.28,25.05,Early Diorite
53107,18667,25.05,33.52,Intermediate to Ultramafic Volcanics
53129,18672,0.0,10.66,Casing
53130,18672,10.66,27.43,Early Diorite
53131,18672,27.43,51.81,Intermediate to Ultramafic Volcanics
53132,18673,0.0,14.47,Casing
53133,18673,14.47,19.5,Early Diorite
53134,18673,19.5,30.78,Intermediate to Ultramafic Volcanics
53198,18684,0.0,9.99,Casing
53199,18684,9.99,10.57,Early Diorite
53200,18684,10.57,19.81,Intermediate to Ultramafic Volcanics
53201,18684,19.81,25.78,Early Diorite
53202,18684,25.78,30.17,Intermediate to Ultramafic Volcanics
53203,18684,30.17,36.57,Early Diorite
53204,18684,36.57,41.14,Intermediate to Ultramafic Volcanics
53205,18685,0.0,7.62,Early Diorite
53206,18685,7.62,55.47,Intermediate to Ultramafic Volcanics
53207,18685,55.47,61.26,Early Diorite
53208,18686,0.0,1.15,Casing
53209,18686,1.15,20.36,Intermediate to Ultramafic Volcanics
53210,18686,20.36,25.11,Felsic to Intermediate Dykes
53211,18686,25.11,26.82,Early Diorite
53212,18686,26.82,27.61,Intermediate to Ultramafic Volcanics
53213,18686,27.61,30.78,Early Diorite
53214,18687,0.0,1.15,Casing
53215,18687,1.15,54.98,Intermediate to Ultramafic Volcanics
53216,18688,0.0,1.52,Casing
53217,18688,1.52,39.92,Intermediate to Ultramafic Volcanics
53218,18689,0.0,7.01,Casing
53219,18689,7.01,13.47,Intermediate to Ultramafic Volcanics
53220,18689,13.47,19.2,Early Diorite
53221,18689,19.2,35.5,Intermediate to Ultramafic Volcanics
53222,18689,35.5,39.47,Early Diorite
53223,18689,39.47,44.19,Intermediate to Ultramafic Volcanics
53225,18690,0.0,11.27,Casing
53226,18690,11.27,29.87,Early Diorite
53227,18690,29.87,39.62,Intermediate to Ultramafic Volcanics
53228,18691,0.0,12.19,Casing
53229,18691,12.19,15.39,Shear Zone
